protocol_version,packet_length,seq_number,data_type,data_type_str,data_length,msg_type,msg_type_str,cfg2,b64_msg_buffer,msg_value
135,15,834,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,834,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,835,2,FLOAT,4,2,READ_WEIGHT,00000000,tl2EQQ==,16.545757293701172
135,15,835,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,835,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,836,2,FLOAT,4,2,READ_WEIGHT,00000000,eFmEQQ==,16.543685913085938
135,15,836,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,836,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,837,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,837,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,838,2,FLOAT,4,2,READ_WEIGHT,00000000,0VOEQQ==,16.540925979614258
135,15,838,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,838,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,839,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,839,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,840,2,FLOAT,4,2,READ_WEIGHT,00000000,pVaEQQ==,16.542306900024414
135,15,840,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,840,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,841,2,FLOAT,4,2,READ_WEIGHT,00000000,Z3uEQQ==,16.56025505065918
135,15,841,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,841,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,842,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,842,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,843,2,FLOAT,4,2,READ_WEIGHT,00000000,Z3uEQQ==,16.56025505065918
135,15,843,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,843,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,844,2,FLOAT,4,2,READ_WEIGHT,00000000,IIiEQQ==,16.56646728515625
135,15,844,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,844,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,845,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,845,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,846,2,FLOAT,4,2,READ_WEIGHT,00000000,k3iEQQ==,16.558874130249023
135,15,846,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,846,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,847,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,847,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,848,2,FLOAT,4,2,READ_WEIGHT,00000000,9GGEQQ==,16.547828674316406
135,15,848,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,848,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,849,2,FLOAT,4,2,READ_WEIGHT,00000000,yGSEQQ==,16.549209594726562
135,15,849,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,849,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,850,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,850,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,851,2,FLOAT,4,2,READ_WEIGHT,00000000,rW6EQQ==,16.554040908813477
135,15,851,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,852,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,852,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,853,2,FLOAT,4,2,READ_WEIGHT,00000000,nGeEQQ==,16.55059051513672
135,15,853,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,853,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,854,2,FLOAT,4,2,READ_WEIGHT,00000000,eFmEQQ==,16.543685913085938
135,15,854,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,854,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,855,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,855,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,856,2,FLOAT,4,2,READ_WEIGHT,00000000,XxeBQQ==,16.136411666870117
135,15,856,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,856,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,857,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,857,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,858,2,FLOAT,4,2,READ_WEIGHT,00000000,gaCBQQ==,16.203371047973633
135,15,858,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,858,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,859,2,FLOAT,4,2,READ_WEIGHT,00000000,IuqAQQ==,16.114322662353516
135,15,859,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,859,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,860,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,860,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,861,2,FLOAT,4,2,READ_WEIGHT,00000000,cB6BQQ==,16.139862060546875
135,15,861,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,861,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,862,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,862,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,863,2,FLOAT,4,2,READ_WEIGHT,00000000,/gSBQQ==,16.127437591552734
135,15,863,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,863,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,864,2,FLOAT,4,2,READ_WEIGHT,00000000,fBGDQQ==,16.38353729248047
135,15,864,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,864,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,865,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,865,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,866,2,FLOAT,4,2,READ_WEIGHT,00000000,F3CEQQ==,16.554731369018555
135,15,866,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,866,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,867,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,867,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,868,2,FLOAT,4,2,READ_WEIGHT,00000000,gXGEQQ==,16.555421829223633
135,15,868,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,868,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,869,2,FLOAT,4,2,READ_WEIGHT,00000000,v3WEQQ==,16.557493209838867
135,15,869,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,869,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,870,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,870,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,871,2,FLOAT,4,2,READ_WEIGHT,00000000,KaCEQQ==,16.578203201293945
135,15,871,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,871,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,872,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,872,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,873,2,FLOAT,4,2,READ_WEIGHT,00000000,yI2EQQ==,16.569229125976562
135,15,873,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,873,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,874,2,FLOAT,4,2,READ_WEIGHT,00000000,MmaEQQ==,16.54990005493164
135,15,874,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,874,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,875,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,875,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,876,2,FLOAT,4,2,READ_WEIGHT,00000000,BmmEQQ==,16.551280975341797
135,15,876,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,876,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,877,2,FLOAT,4,2,READ_WEIGHT,00000000,4lqEQQ==,16.544376373291016
135,15,877,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,877,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,878,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,878,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,879,2,FLOAT,4,2,READ_WEIGHT,00000000,/XmEQQ==,16.5595645904541
135,15,879,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,879,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,880,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,880,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,881,2,FLOAT,4,2,READ_WEIGHT,00000000,cGqEQQ==,16.551971435546875
135,15,881,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,881,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,882,2,FLOAT,4,2,READ_WEIGHT,00000000,7EmEQQ==,16.536094665527344
135,15,882,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,882,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,883,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,883,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,884,2,FLOAT,4,2,READ_WEIGHT,00000000,pVaEQQ==,16.542306900024414
135,15,884,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,884,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,885,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,885,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,886,2,FLOAT,4,2,READ_WEIGHT,00000000,D1iEQQ==,16.542997360229492
135,15,886,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,887,2,FLOAT,4,2,READ_WEIGHT,00000000,rkWEQQ==,16.53402328491211
135,15,887,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,887,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,888,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,888,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,889,2,FLOAT,4,2,READ_WEIGHT,00000000,9GGEQQ==,16.547828674316406
135,15,889,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,889,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,890,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,890,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,891,2,FLOAT,4,2,READ_WEIGHT,00000000,imCEQQ==,16.547138214111328
135,15,891,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,891,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,892,2,FLOAT,4,2,READ_WEIGHT,00000000,4zGEQQ==,16.52435874938965
135,15,892,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,892,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,893,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,893,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,894,2,FLOAT,4,2,READ_WEIGHT,00000000,aCmEQQ==,16.520217895507812
135,15,894,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,894,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,895,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,895,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,896,2,FLOAT,4,2,READ_WEIGHT,00000000,v3WEQQ==,16.557493209838867
135,15,896,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,896,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,897,2,FLOAT,4,2,READ_WEIGHT,00000000,2WuEQQ==,16.55265998840332
135,15,897,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,897,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,898,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,898,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,899,2,FLOAT,4,2,READ_WEIGHT,00000000,k0+EQQ==,16.538854598999023
135,15,899,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,899,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,900,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,900,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,901,2,FLOAT,4,2,READ_WEIGHT,00000000,7EmEQQ==,16.536094665527344
135,15,901,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,901,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,902,2,FLOAT,4,2,READ_WEIGHT,00000000,4lqEQQ==,16.544376373291016
135,15,902,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,903,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,903,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,904,2,FLOAT,4,2,READ_WEIGHT,00000000,gkiEQQ==,16.535404205322266
135,15,904,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,904,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,905,2,FLOAT,4,2,READ_WEIGHT,00000000,O36EQQ==,16.561635971069336
135,15,905,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,905,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,906,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,906,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,907,2,FLOAT,4,2,READ_WEIGHT,00000000,4lqEQQ==,16.544376373291016
135,15,907,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,907,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,908,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,908,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,909,2,FLOAT,4,2,READ_WEIGHT,00000000,XzqEQQ==,16.528501510620117
135,15,909,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,909,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,910,2,FLOAT,4,2,READ_WEIGHT,00000000,7EmEQQ==,16.536094665527344
135,15,910,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,910,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,911,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,911,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,912,2,FLOAT,4,2,READ_WEIGHT,00000000,GEeEQQ==,16.534713745117188
135,15,912,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,912,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,913,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,913,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,914,2,FLOAT,4,2,READ_WEIGHT,00000000,VUuEQQ==,16.53678321838379
135,15,914,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,914,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,915,2,FLOAT,4,2,READ_WEIGHT,00000000,KiWEQQ==,16.518146514892578
135,15,915,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,915,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,916,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,916,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,917,2,FLOAT,4,2,READ_WEIGHT,00000000,neyDQQ==,16.49053382873535
135,15,917,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,917,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,918,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,918,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,919,2,FLOAT,4,2,READ_WEIGHT,00000000,TFyEQQ==,16.545066833496094
135,15,919,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,919,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,920,2,FLOAT,4,2,READ_WEIGHT,00000000,iDOCQQ==,16.275161743164062
135,15,920,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,920,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,921,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,921,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,922,2,FLOAT,4,2,READ_WEIGHT,00000000,xkx/QQ==,15.956243515014648
135,15,922,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,922,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,923,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,923,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,924,2,FLOAT,4,2,READ_WEIGHT,00000000,jMKAQQ==,16.094993591308594
135,15,924,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,924,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,925,2,FLOAT,4,2,READ_WEIGHT,00000000,yp2AQQ==,16.077045440673828
135,15,925,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,925,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,926,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,926,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,927,2,FLOAT,4,2,READ_WEIGHT,00000000,alyDQQ==,16.420124053955078
135,15,927,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,927,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,928,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,928,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,929,2,FLOAT,4,2,READ_WEIGHT,00000000,GPWDQQ==,16.494674682617188
135,15,929,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,929,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,930,2,FLOAT,4,2,READ_WEIGHT,00000000,4zGEQQ==,16.52435874938965
135,15,930,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
